timestamp,heart_rate,hrv,spo2,respiration_rate,movement,skin_temperature
2026-07-06 05:39:00,55,82,98,12.1,0.1,32.7
2026-07-06 05:40:00,54,67,98,12.6,0.09,32.8
2026-07-06 05:41:00,53,55,98,11.9,0.08,32.9
2026-07-06 05:42:00,52,67,98,12.0,0.09,32.8
2026-07-06 05:43:00,54,67,98,12.6,0.01,32.8
2026-07-06 05:44:00,51,72,98,11.9,0.17,32.6
2026-07-06 05:45:00,50,66,98,11.8,0.08,32.8
2026-07-06 05:46:00,50,73,98,12.7,0.04,32.9
2026-07-06 05:47:00,50,63,98,12.6,0.13,32.7
2026-07-06 05:48:00,52,80,98,11.8,0.0,32.8
2026-07-06 05:49:00,54,67,98,12.2,0.12,32.9
2026-07-06 05:50:00,51,64,98,12.4,0.05,32.7
2026-07-06 05:51:00,48,87,98,12.4,0.13,32.9
2026-07-06 05:52:00,52,74,98,13.3,0.11,32.7
2026-07-06 05:53:00,53,68,98,11.7,0.11,32.9
2026-07-06 05:54:00,53,76,98,12.0,0.05,32.7
2026-07-06 05:55:00,55,74,98,11.7,0.14,32.9
2026-07-06 05:56:00,53,73,98,11.7,0.07,32.9
2026-07-06 05:57:00,54,68,98,12.1,0.17,32.6
2026-07-06 05:58:00,53,65,98,11.8,0.06,32.7
2026-07-06 05:59:00,52,71,98,12.4,0.12,32.9
2026-07-06 06:00:00,49,77,98,11.5,0.08,32.8
2026-07-06 06:01:00,56,88,97,13.2,0.03,32.9
2026-07-06 06:02:00,54,68,98,11.9,0.11,32.8
2026-07-06 06:03:00,54,76,98,12.5,0.11,32.9
2026-07-06 06:04:00,51,68,98,11.7,0.12,32.9
2026-07-06 06:05:00,52,85,98,12.1,0.04,33.0
2026-07-06 06:06:00,52,76,98,11.6,0.01,32.9
2026-07-06 06:07:00,50,96,98,11.4,0.11,33.0
2026-07-06 06:08:00,52,79,97,11.7,0.03,32.6
2026-07-06 06:09:00,52,59,98,11.7,0.04,32.8
2026-07-06 06:10:00,65,54,97,16.1,0.18,32.6
2026-07-06 06:11:00,66,51,97,14.7,0.11,32.7
2026-07-06 06:12:00,64,47,97,13.8,0.26,32.6
2026-07-06 06:13:00,61,54,97,13.6,0.26,32.5
2026-07-06 06:14:00,62,50,98,15.0,0.08,32.7
2026-07-06 06:15:00,62,59,97,12.8,0.21,32.8
2026-07-06 06:16:00,70,59,97,15.9,0.12,32.6
2026-07-06 06:17:00,59,47,97,15.9,0.24,32.6
2026-07-06 06:18:00,59,48,97,15.9,0.27,32.7
2026-07-06 06:19:00,61,36,97,16.4,0.15,32.5
2026-07-06 06:20:00,71,56,97,14.7,0.17,32.6
2026-07-06 06:21:00,70,52,97,16.2,0.09,32.7
2026-07-06 06:22:00,63,37,97,14.0,0.22,32.6
2026-07-06 06:23:00,65,60,97,15.0,0.2,32.5
2026-07-06 06:24:00,64,42,98,14.3,0.34,32.6
2026-07-06 06:25:00,68,50,97,14.4,0.19,32.6
2026-07-06 06:26:00,61,49,97,17.3,0.17,32.8
2026-07-06 06:27:00,63,51,97,14.6,0.2,32.8
2026-07-06 06:28:00,65,57,97,16.6,0.18,32.9
2026-07-06 06:29:00,62,46,97,17.3,0.25,32.6
2026-07-06 06:30:00,69,53,98,13.5,0.16,32.5
2026-07-06 06:31:00,56,55,97,15.7,0.37,32.6
2026-07-06 06:32:00,62,51,97,14.4,0.13,32.7
2026-07-06 06:33:00,66,40,97,16.5,0.21,32.5
2026-07-06 06:34:00,63,50,97,13.6,0.11,32.6
2026-07-06 06:35:00,64,53,97,15.4,0.27,32.7
2026-07-06 06:36:00,65,50,97,14.9,0.28,32.6
2026-07-06 06:37:00,60,48,97,14.6,0.22,32.7
2026-07-06 06:38:00,68,57,97,14.1,0.11,32.6
2026-07-06 06:39:00,62,44,97,14.5,0.13,32.6
2026-07-06 06:40:00,69,51,98,15.2,0.16,32.6
2026-07-06 06:41:00,65,52,98,14.2,0.25,32.6
2026-07-06 06:42:00,58,54,98,14.1,0.18,32.4
2026-07-06 06:43:00,59,55,97,13.9,0.2,32.5
2026-07-06 06:44:00,62,54,97,14.1,0.19,32.7
2026-07-06 06:45:00,69,47,97,14.2,0.33,32.5
2026-07-06 06:46:00,69,47,98,15.6,0.1,32.5
2026-07-06 06:47:00,67,55,97,15.0,0.24,32.6
2026-07-06 06:48:00,59,46,97,16.2,0.31,32.7
2026-07-06 06:49:00,65,54,97,14.8,0.11,32.5
2026-07-06 06:50:00,65,51,97,15.5,0.2,32.7
2026-07-06 06:51:00,64,52,97,15.4,0.23,32.5
2026-07-06 06:52:00,64,47,97,13.9,0.28,32.7
2026-07-06 06:53:00,66,60,97,18.0,0.16,32.6
2026-07-06 06:54:00,62,52,97,14.9,0.32,32.6
2026-07-06 06:55:00,75,30,98,15.9,0.68,31.9
2026-07-06 06:56:00,85,34,97,15.3,0.79,32.1
2026-07-06 06:57:00,76,38,97,16.3,0.62,31.9
2026-07-06 06:58:00,70,29,98,16.7,1.0,32.0
2026-07-06 06:59:00,77,26,98,16.2,0.93,32.1
2026-07-06 07:00:00,70,28,97,16.6,0.94,31.8
2026-07-06 07:01:00,70,31,97,14.6,0.52,31.9
2026-07-06 07:02:00,74,29,97,17.1,0.54,32.0
2026-07-06 07:03:00,78,33,97,17.2,0.74,32.2
2026-07-06 07:04:00,76,33,98,16.3,1.0,31.9
2026-07-06 07:05:00,74,35,98,15.0,1.0,32.1
2026-07-06 07:06:00,69,41,98,17.0,1.09,32.0
2026-07-06 07:07:00,67,26,98,15.4,0.62,32.0
2026-07-06 07:08:00,76,28,97,17.5,0.58,32.1
2026-07-06 07:09:00,72,38,98,16.7,0.98,31.8
2026-07-06 07:10:00,78,31,98,16.3,0.9,32.1
2026-07-06 07:11:00,71,28,98,16.2,1.03,32.0
2026-07-06 07:12:00,68,40,97,16.3,0.67,32.2
2026-07-06 07:13:00,70,33,98,14.9,0.87,32.2
2026-07-06 07:14:00,72,37,96,16.0,0.74,31.9
